Source,Author,Work,Work Label,Edition,Place of Production,Year of Publication,Language Code
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb302131676#Expression,"Don Quichotte de la Manche, par Miguel de Cervantès...",,Paris,1903,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb31921187w#Expression,Le Jaloux Carrizalès d'Estramadure,,"Paris Société littéraire de France. - Paris, Impr. nationale",1916,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb319213267#Expression,Cervantès. Aventures héroïques et amoureuses de Don Quichotte,,"Paris, F. Rouff","s. d. Gr. in-8°, 36 p., couverture illustrée",http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb302131060#Expression,L'ingénieux hidalgo Don Quichotte de la Manche,,Paris,1845,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb41044740k#Expression,Don Quijote de la Mancha : extractos,,Paris,2007,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb41044740k#Expression,Don Quijote de la Mancha : extractos,,Paris,2007,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb43471464m#Expression,Don Quichotte,,Paris,2008,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb30213138m#Expression,Don Quichotte de la Manche ...,,Paris,1869,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb35744212m#Expression,Histoire de Don Quichotte,,Paris,1995,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb39336858q#Expression,"Les Travaux de Persiles et de Sigismonde, sous les noms de Périandre et d'Auris de histoire septentrionale de Michel Cervantès trad,... par le Sr d' Audiguier, 2e édition",,Paris,1653,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb329456226#Expression,L'Ingénieux hidalgo Don Quichotte de la Manche,,Paris,1967,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb38202104z#Expression,Don Quichotte de la Manche,,Paris. - Maurepas,1991,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb46985195h#Expression,El ingenioso hidalgo don Quixote de la Mancha : edicion facsimil de la obra pirograbada por Severiano,,Barcelona,1989,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb39774294z#Expression,Novelas ejemplares,,Buenos Aires,1938/1939,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb40004863j#Expression,Don Quijote de la Mancha,,Barcelona,2001,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb32945608n#Expression,Le Valeureux Dom [sic] Quixote de la Manche,,Paris,1639,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb401169881#Expression,"Don Quijote : e new translation, backrounds and contexts, criticism",,New York,1999,http://id.loc.gov/vocabulary/iso639-2/eng
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb319212159#Expression,"El ingenioso Hidalgo Don Quijote de la Mancha, compuesto por Miguel de Cervantes Saavedra. Primera edición critica... por D. Clemente Cortejón,... [continuada por Juan Givanel Mas y Juan Suñé Benajes]",,"Madrid, V. Suárez",1905/1913,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb34819935t#Expression,Los Baños de Argel,,Madrid,1984,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb348814427#Expression,Viaje del Parnaso,,Madrid,1984,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb31921372d#Expression,L'Ingénieux hidalgo Don Quichotte de la Manche...,,Paris,1949,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb47199234h#Expression,L'ingénieux Hidalgo Don Quichotte de la Manche (Première partie),,Paris,2022,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb30212959j#Expression,El Ingenioso hidalgo Don Quixote de la Mancha,,En Lisboa,1605,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb315707195#Expression,Les Nouvelles... Nouvelle édition...,,Paris,1858,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb42762893q#Expression,"Don Kitsch : comédie musicale en trois actes, [textes d'après Don Quichotte de Cervantes]",,Lyon,2012,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb302132366#Expression,"Nouvelles de Michel de Cervantès,... Traduction nouvelle (par l'abbé Saint-Martin de Chassonville)...",,Rouen ; et Paris,1723,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb319213476#Expression,Michel de Cervantes. Aventures du célèbre Don Quichotte de la Manche,,"Paris, les Nouvelles presses françaises. - Coulommiers, impr. de Brodard et Taupin",1950,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb30212963s#Expression,"El Ingenioso hidalgo Don Quixote de la Mancha, compuesto por Miguel de Cervántes Saavedra...",,Milan,1610,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb302132455#Expression,Il novelliere castigliano di Michiel di Cervantes Saavedra,,Venezia,16??,http://id.loc.gov/vocabulary/iso639-2/ita
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb35986258k#Expression,L'ingénieux hidalgo Don Quichotte de la Manche,,Paris,1892,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb350544512#Expression,L'ingénieux hidalgo Don Quichotte de la Manche Deuxième partie,,Toulouse. - Paris,1926/1927,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb35691444x#Expression,Les travaux de Persille et Sigismonde : histoire septentrionale,,Paris,1994,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb31921294f#Expression,"The Visionary gentleman Don Quijote de la Mancha, by Miguel de Cervantes Saavedra, translated into English by Robinson Smith,...",,"New York, Hispanic Society of America",1932,http://id.loc.gov/vocabulary/iso639-2/eng
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb35107480h#Expression,L'Ingénieux hidalgo Don Quichotte de la Manche 1,,Paris,1969,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb366124946#Expression,Información de Miguel de Cervantes de lo que ha servido á S.M. y de lo que ha hecho estando captivo en Argel... : documentos,,Madrid,1981,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb31921361r#Expression,Cervantes. Novelas ejemplares,,"Madrid, ""La Lecture""",1917,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb34888550t#Expression,Novelas ejemplares,,Madrid,1986,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb31921246k#Expression,L'ingénieux Hidalgo Don Quichotte de la Manche,,Paris,1912,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb329456524#Expression,Cervantès. Rinconète et Cortadillo,,"Paris,",1965,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb351123102#Expression,Don Quijote de la Mancha 1,,Madrid. - New York. - Palma de Mallorca,1968,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb30213085v#Expression,Aventures de Don Quichotte de la Manche,,Paris,1880,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb302130986#Expression,L'ingénieux hidalgo Don Quichotte de la Manche,,Paris,1884,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb32945612w#Expression,L'Ingénieux hidalgo Don Quichotte de La Manche,,Paris,1961,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb34917365s#Expression,Novelas ejemplares,,Madrid,1985,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb35290966p#Expression,Obras,,Madrid,1866,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb302131556#Expression,"Don Quichotte de la jeunesse, traduit et abrégé de l'oeuvre de Cervantès",,Limoges,1859,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb33862376z#Expression,Don Quichotte de la Manche. Illustré par Decaris. [Traduction de Jean Babelon. Tome III.],,Paris,1953,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb35509729r#Expression,Le mariage trompeur,,Paris,1992,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb31921207p#Expression,"Parte Ia et 2a del ""ingenioso"" hidalgo D. Quixote de la Mancha, compuestas por Miguel de Cervantes Saavedra,...",,"Madrid, Impr. real, a costa de M. de La Bastida",1668,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb30213003p#Expression,"El Ingenioso hidalgo Don Quijote de la Mancha, compuesto por Miguel de Cervántes Saavedra, con la vida de Cervantes por D. M. F. de Navarrete",,Paris,1876,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb30213211v#Expression,Novelas exemplares de Miguel de Cervántes Saavedra...,,Sevilla,1664,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb319212546#Expression,L'ingénieux Hidalgo Don Quichotte de la Manche,,Paris,1929,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb32959496c#Expression,Don Quichotte,,Paris,1964,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb30212987s#Expression,"El Ingenioso hidalgo Don Quixote de la Mancha, compuesto por Miguel de Servántes Saavedra. (Publicalo Luis Ideler.)",,Berlin,1804/1805,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb39322212k#Expression,"Segunda parte del ingenioso cavallero D. Quixote de la Mancha por Miguel de Cervantes Saavedra, autor de su primera parte. Dirigida a D. Antonio de Vargas Zapata,...",,En Madrid,1647,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb42157749x#Expression,Don Quichotte de la Mancha,,Paris,2009,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb30212975s#Expression,"Vida y hechos del ingenioso cavallero Don Quixote de la Mancha, compuesta por Miguel de Cervántes Saavedra. Parte 1ra (y 2a). Nueva edicion...",,Madrid,1741,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb302132157#Expression,Novelas exemplares de Miguel de Cervántes Saavedra... Nueva impresion...,,Madrid,1783,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb37474347x#Expression,L'ingénieux hidalgo Don Quichotte de la Manche,,Paris,1994,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb30213088w#Expression,"Don Quichotte de la Manche, traduit de l'espagnol de Michel de Cervantès, par Florian. Ouvrage posthume",,Paris,1802,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb30213054k#Expression,"Histoire de l'admirable Don Quixotte de la Manche. (Traduit de l'espagnol de Cervantès, par Filleau de Saint-Martin.)",,Amsterdam,1695/1696,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb416312858#Expression,"Histoire de l'admirable Don Quichotte de la Manche,...",,A La Haye,1773,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb30213154v#Expression,"L'Ingénieux chevalier Don Quichotte de la Manche, par Miguel de Cervantès Saavedra. Traduction nouvelle. Illustré par Grandville",,Tours,1885,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb31921325w#Expression,"Aventures de Don Quichotte de la Manche, par Michel Cervantes. Édition revue et corrigée par M. l'abbé Lejeune,... Illustrée... par MM. Célestin Nanteuil, Bouchot et Demoraine...",,"Paris, P.-C. Lehuby","s. d. - In-8°, XII-477 p., pl. Don 80-1863 2588",http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb386947786#Expression,"Les Deux bavards, saynète ou intermède en deux tableaux",,S. l.,1900,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb42711073m#Expression,L'ingénieux hidalgo Don Quichotte de la Manche,,Paris,1887,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb319213832#Expression,Théâtre de Michel Cervantès. Traduit... par Alphonse Royer,,"Paris, C. Lévy",1893,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb361667589#Expression,L'ingénieux hidalgo Don Quichotte de la Manche,,Paris,1996,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb37387359p#Expression,Entremeses,,Madrid,1992,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb39338928j#Expression,"Don Quichotte de la Manche traduit de l'espagnol de Michel de Cervantès, par Florian, ouvrage posthume",,Paris,1799,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb40191069q#Expression,L'ingénieux hidalgo don Quichotte de la Manche,,Paris,2006,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb30213070t#Expression,Histoire de l'admirable Don Quichotte de la Manche,,Liège,1782,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb34824505s#Expression,Viaje del Parnaso,,Madrid,1983,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb302132722#Expression,Les travaux de Persilès et de Sigismonde,,Paris,1618,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb38498075v#Expression,[Illustrations de L'Ingénieux hildago Don Quichotte de la Manche],,Paris,1869,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb31921038d#Expression,"Miguel de Cervantes. Důmyslný rytíř don Quijote de la Mancha [El ingenioso hidalgo don Quijote de la Mancha. Přeložil a předmluvu napsal Václav Černý. S úplnou ilustrační výzdobou Quido Manesa a Karla Purkyně, podle vydání I. L. Kobra z r. 1866.]",,"Praha, Melantrich",1931,http://id.loc.gov/vocabulary/iso639-2/slo
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb35629067z#Expression,Novelas ejemplares,,Barcelona,1978,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb451414177#Expression,Le retable des merveilles,,Pin-Balma,2016,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb31921171h#Expression,Obras escogidas de Cervántes. Novelas ejemplares. La Gitanilla ; el amante liberal ; Rinconete y Cortadillo ; la Española inglesa ; el licenciado vidriera ; la fuerza de la sangre ; el celoso extremeño ; la ilustre fregona ; las dos Doncellas ; la señora Cornelia ; el Casamiento engañoso y Coloquio de los perros ; la tia fiugida,,"Paris, Garnier Hernaud",1898,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb31921226z#Expression,Miguel de Cervantes. El Ingenioso hidalgo D. Quijote de la Mancha. Introducción... [de] Juan Sedó Peris-Mencheta...,,"Barcelona, Ediciones G.P.",1955,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb35229480k#Expression,Novelas ejemplares...,,Madrid,1976,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb302132633#Expression,Le gardien vigilant : intermède en un acte,,Paris,1888,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb31921240h#Expression,L'Ingénieux hidalgo Don Quichotte de la Manche. [Traduction de Louis Viardot.] Illustré par Daniel Vierge...,,"Paris, Hachette",1909,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb45478933p#Expression,Don Quichotte de la Manche,,Paris,2018,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb30213282c#Expression,Viage al Parnaso,,Madrid,1784,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb32945644h#Expression,Don Quichotte de la Manche...,,Paris,1963,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb319213894#Expression,"Viaje al Parnaso de Miguel de Cervantes Saavedra. Edición crítica y anotada dispuesta por Francisco Rodríguez Marín,...",,"Madrid, impr. de C. Bermejo",1935,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb42178263r#Expression,Tragedia de Numancia,,Zaragoza,2009,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb30213178v#Expression,"Quelques Chapitres amusants de Don Quixote de la Mancha, par Miguel de Cervantes Saavedra, traduits librement par un admirateur de l'auteur (J. [Zinck]) et suivis d'une Étude humoristique sur le langage des vaches et d'une Aventure italienne",,Strasbourg,1884,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb31921271s#Expression,Don Quichotte de la Manche,,"Genève, G. Cramer. - Paris, Imprimatur éditeur. - Paris, impr. de Coulouma",1950,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb31921210k#Expression,"Vida y hechos del ingenioso caballero don Quixote de la Mancha, compuesta por Miguel de Cervantès Saavedra. Nueva edicion... corregida e ilustrada... añadida la vida de su autor, esorita por don Gregorio Mayano y Siscar,...",,"Madrid, impr. de M. Martin",1782,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb34307504w#Expression,Poesías completas,,Madrid,1981,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb30212977g#Expression,"Vida y hechos del ingenioso hidalgo Don Quixote de la Mancha, compuesta por Miguel de Cervantes Saavedra... (Advertencias de D. Juan Oldfield sobre las estampas. Vida de Miguel Cervántes Saavedra, su autor Don Gregorio Mayáns i Siscár. Publicalo Pedro Pineda.)",,Londres,1738,http://id.loc.gov/vocabulary/iso639-2/eng
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb31921376s#Expression,"Rinconete y Cortadillo, novela de Miguel de Cervantes Saavedra. Edición crítica por Francisco Rodríguez Marín,...",,"Madrid, Tip. de la Revista de Archivas, bibliotacas y museos",1920,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb39336741q#Expression,"L'Histoire de l'ingénieux et redoutable chevalier, Don Quixote de la Manche, composée en espagnol par Miguel de Cervantes Saavedra et traduite fidèlement en nostre langue par F. de Rosset, T. II [2ème partie]",,Rouen,1646,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb39171671n#Expression,Les folles aventures de don Quichotte,,Paris,2004,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb36999032d#Expression,Don Quichotte : le célèbre roman de Cervantès,,Steenvoorde,1998,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb38852565b#Expression,L'ingénieux hidalgo Don Quichotte de la Manche,,Paris,2002,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb302131796#Expression,"Leben und Thaten des weisen Junkers Don Quixote von la Mancha, aus der Urschrift des Cervantes. nebst der Fortsetzung des Avellaneda... von F. J. Bertuch. 2te Auflage...",,Leipzig,1780/1781,http://id.loc.gov/vocabulary/iso639-2/ger
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb343054075#Expression,Novelas ejemplares,,Madrid,1982,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb47515355t#Expression,El Quijote,,Paris,2024,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb302131227#Expression,"L'Ingénieux chevalier Don Quichotte de la Manche, par Michel Cervantès. Traduction nouvelle (par Ch. Furne)",,Paris,1866,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb305840105#Expression,"Los Rufianes. ... ""El Rufian dichoso"" y ""El Rufian viudo""...",,Sevilla,1906,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb31921297g#Expression,"Vita ed azioni dell'ingegnoso cittadino D. Chischiotte della Mancia, di Michel di Cervantes Saavedra. Tradotta dallo spagnuolo in italiano da Lorenzo Francissini, Fiorentino. 6ta edizione... accresciuta della vita dell'autore...",,"In Venezia, presso S. Valle",1795,http://id.loc.gov/vocabulary/iso639-2/ita
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb32945620h#Expression,L'Ingénieux hidalgo Don Quichotte de la Manche. [Illustrations de F. Van Hamme. Traduction de Louis Viardot.],,Grenoble,1965/1966,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb37626807v#Expression,Don Kic'hote de la Mancha,,Ar Releg-Kerhuon i.e. Le Relecq-Kerhuon,2000,http://id.loc.gov/vocabulary/iso639-2/bre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb32945626k#Expression,Cervantes. Don Quichotte de la Manche 1,,,1967,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb30213202w#Expression,"La Galatea, dividida en seis libros, compuesta por Miguel de Cervántes Saavedra. Va añadido el Viage del Parnaso, del mismo autor",,Madrid,1772,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb338623779#Expression,Don Quichotte de la Manche. Illustré par Decaris. [Traduction de Jean Babelon.] Tome IV,,Paris,1954,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb302129795#Expression,"Vida y hechos del ingenioso Hidalgo Don Quixote de la Mancha, compuesta por Miguèl de Cervántes Saavedra, con muy bellas estampas gravadas sobre los dibujos de Coypel,... (y con la vida de el autor por Gregorio Mayáns i Siscár)",,Amsterdam y Lipsia,1755,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb35145338s#Expression,Some adventures of Don Quixote,,London. - Paris,1971,http://id.loc.gov/vocabulary/iso639-2/eng
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb302131347#Expression,Le Don Quichotte de la jeunesse,,Paris,1863,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb34644799k#Expression,Don Quichotte,,Paris,1979,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb36576381m#Expression,"El Ingeniaso hidalgo don Quixote de la Mancha, compuesto por Miguel de Cervantes Saavedra...",,En Madrid,1780,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb43488202d#Expression,Don Quichotte,,Paris,1958,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb34917364f#Expression,Novelas ejemplares,,Madrid,1957,http://id.loc.gov/vocabulary/iso639-2/spa
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb302130250#Expression,"Don Quichotte de la Manche, par Michel Cervantes. Édition classique précédée d'une notice littéraire, par A. Ramirez. Chapitres I-X",,Paris,1879,http://id.loc.gov/vocabulary/iso639-2/fre
BNF,Miguel de Cervantes,http://data.bnf.fr/ark:/12148/cb302131107#Expression,"L'Ingénieux hidalgo Don Quichotte de la Manche, par Miguel de Cervantès Saavedra. Nouvelle édition traduite et annotée par Louis Viardot",,Paris,1864,http://id.loc.gov/vocabulary/iso639-2/fre
